date,value
1970-12-31,0.00845539730134933
1971-12-31,0.02683150161448
1972-12-31,0.00032259320007784
1973-12-31,0.00693169877408056
1974-12-31,0.00140860892861163
1975-12-31,0.0687747333509215
1976-12-31,0.458095934134773
1977-12-31,0.727581477333194
1978-12-31,2.1480724692318
1979-12-31,6.74942923338636
1980-12-31,2.53017091999671
1981-12-31,3.39975005914541
1982-12-31,1.06154257365756
1983-12-31,1.58236842331316
1984-12-31,2.14635660163926
1985-12-31,3.01527740329376
1986-12-31,2.95109102688694
1987-12-31,2.34260249653259
1988-12-31,3.40193181818182
1989-12-31,3.144613175915
1990-12-31,1.70781419624217
1991-12-31,0.676690666666667
1992-12-31,1.09661732566499
1993-12-31,1.05842525773196
1994-12-31,2.42013257142857
1995-12-31,0.994028431372549
1996-12-31,0.940414995640802
1997-12-31,1.13537589319293
1998-12-31,1.26843702157272
1999-12-31,1.1743928153446
2000-12-31,1.23699720670391
2001-12-31,0.527384722609423
2002-12-31,0.759753233043019
2003-12-31,0.295683832335329
2004-12-31,1.59083618380383
2005-12-31,5.99551598885794
2006-12-31,9.34856726566294
2007-12-31,8.87633606337272
2008-12-31,5.8314126186488
2009-12-31,3.54835118019574
2010-12-31,2.91601657550141
2011-12-31,-0.204542848807527
2012-12-31,1.00234071774049
2013-12-31,1.45343420769727
2014-12-31,1.50925042253521
2015-12-31,2.10258128401326
2016-12-31,2.43856278142762
2017-12-31,2.98301550917695
2018-12-31,3.10040077579187
2019-12-31,2.82732944960686
2020-12-31,1.52462948997172
2021-12-31,1.20617861055665
2022-12-31,2.39118080969079
2023-12-31,2.48546400695984
2024-12-31,11.9719351009449
2025-12-31,4.23066505478546
