date,value
2000-12-31,7.33
2001-12-31,3.75
2002-12-31,4.35
2003-12-31,-0.85
2004-12-31,-1.52
2005-12-31,0.48
2006-12-31,1.54
2007-12-31,0.75
2008-12-31,5.49
2009-12-31,2.51
2010-12-31,-0.28
2011-12-31,4.37
2012-12-31,1.41
2013-12-31,0.65
2014-12-31,1.29
2015-12-31,4.78
2016-12-31,2.39
2017-12-31,5.09
2018-12-31,4.83
2019-12-31,3.73
2020-12-31,3.05
2021-12-31,-2.5
2022-12-31,3.91
2023-12-31,-2.55
2024-12-31,0.22
2025-12-31,2.03
