date,value
1960-12-31,19.8661933369743
1961-12-31,17.6463071811909
1962-12-31,15.0523800771917
1963-12-31,17.7588574567427
1964-12-31,18.3980463980464
1965-12-31,17.1308761862723
1966-12-31,16.3333742281111
1967-12-31,16.8257850718005
1968-12-31,11.7999212288302
1969-12-31,13.4528315891041
1970-12-31,13.568215892054
1971-12-31,13.2416980181888
1972-12-31,12.7102388034806
1973-12-31,13.5351513635226
1974-12-31,20.367410342421
1975-12-31,18.1679418083142
1976-12-31,17.167317960803
1977-12-31,21.5861338140538
1978-12-31,19.9031709963356
1979-12-31,26.4927384576357
1980-12-31,30.5146382873328
1981-12-31,30.961436324455
1982-12-31,26.3332739579622
1983-12-31,22.9323308270677
1984-12-31,20.5696202531646
1985-12-31,18.230563002681
1986-12-31,13.8321995464853
1987-12-31,12.621359223301
1988-12-31,17.3701298701299
1989-12-31,17.7922077922078
1990-12-31,20.3549060542798
1991-12-31,27.4666666666667
1992-12-31,28.3968368080518
1993-12-31,25.8376288659794
1994-12-31,22.5714285714286
1995-12-31,22.5490196078431
1996-12-31,20.7497820401046
1997-12-31,18.8416698006769
1998-12-31,16.214335421016
1999-12-31,15.0520156046814
2000-12-31,16.2011173184358
2001-12-31,17.4797881237803
2002-12-31,18.3161784111903
2003-12-31,21.7964071856287
2004-12-31,28.2299608489594
2005-12-31,30.3435468895079
2006-12-31,29.9498138254816
2007-12-31,30.249731471536
2008-12-31,33.0429927414852
2009-12-31,24.9568221070812
2010-12-31,21.3492458146859
2011-12-31,20.5674276128656
2012-12-31,16.3969666208873
2013-12-31,17.0178456245969
2014-12-31,14.2441314553991
2015-12-31,13.1838454928598
2016-12-31,10.3454639403558
2017-12-31,15.0140868185672
2018-12-31,17.984655608418
2019-12-31,16.6440314510365
2020-12-31,12.4727757370868
2021-12-31,10.5611502153652
2022-12-31,15.0870258208479
2023-12-31,19.1060913405676
2024-12-31,16.3762422101126
2025-12-31,19.8200284513845
