date,value
1960-12-31,0.332829047091752
1961-12-31,0.693606754935329
1962-12-31,-3.00307658790784
1963-12-31,0.74664570813543
1964-12-31,3.66098294885468
1965-12-31,14.8390044616241
1966-12-31,9.0364406581763
1967-12-31,0.70189748435374
1968-12-31,-1.6757594245691
1969-12-31,3.40982028243742
1970-12-31,3.76289859580536
1971-12-31,3.14042171394198
1972-12-31,2.10236334610113
1973-12-31,5.11218403908757
1974-12-31,10.0243177516484
1975-12-31,9.66969548151245
1976-12-31,10.3174158877413
1977-12-31,12.7321627929891
1978-12-31,11.078100382614
1979-12-31,9.90436051231129
1980-12-31,20.8192249324218
1981-12-31,10.3172842245396
1982-12-31,14.8230088495577
1983-12-31,16.079873883342
1984-12-31,17.0363663799608
1985-12-31,12.1067560598247
1986-12-31,23.8642898217366
1987-12-31,19.693593314763
1988-12-31,17.66348615313
1989-12-31,21.2618670886078
1990-12-31,16.7563747077691
1991-12-31,19.7485448195578
1992-12-31,13.6374241717218
1993-12-31,12.0897922868977
1994-12-31,8.15423128587096
1995-12-31,15.7422305021596
1996-12-31,7.18710369719992
1997-12-31,4.62560578826438
1998-12-31,3.8725754642749
1999-12-31,3.07949912638332
2000-12-31,2.68380535348546
2001-12-31,2.26975720475956
2002-12-31,2.73723855000334
2003-12-31,4.50777636319304
2004-12-31,11.270619332052
2005-12-31,4.86939696871988
2006-12-31,7.64452644526434
2007-12-31,9.3189690579923
2008-12-31,18.3168316831684
2009-12-31,11.7634954386443
2010-12-31,11.2651882653185
2011-12-31,10.0649259874818
2012-12-31,7.11172943343083
2013-12-31,9.46971981064921
2014-12-31,10.0702154687481
2015-12-31,10.370490343517
2016-12-31,13.813606214829
2017-12-31,29.5066083940039
2018-12-31,14.4014657807422
2019-12-31,9.15279959324804
2020-12-31,5.04493288977539
2021-12-31,5.21404940513043
2022-12-31,13.8956609775178
2023-12-31,33.8847763115546
2024-12-31,28.2705899322083
2025-12-31,14.0735136645934
