symbol,sector,raw_date_utc,open,high,low,close,adj_close,volume
IDRE.CA,Real Estate,2022-01-01 22:00:00,31.100000381469727,30.979999542236328,30.0,31.100000381469727,31.100000381469727,6843
IDRE.CA,Real Estate,2022-01-02 22:00:00,31.100000381469727,31.0,30.0,31.100000381469727,31.100000381469727,3641
IDRE.CA,Real Estate,2022-01-03 22:00:00,31.100000381469727,30.350000381469727,29.56999969482422,31.100000381469727,31.100000381469727,4165
IDRE.CA,Real Estate,2022-01-04 22:00:00,31.100000381469727,29.899999618530273,29.600000381469727,31.100000381469727,31.100000381469727,1815
IDRE.CA,Real Estate,2022-01-08 22:00:00,31.100000381469727,31.100000381469727,31.100000381469727,31.100000381469727,31.100000381469727,0
IDRE.CA,Real Estate,2022-01-09 22:00:00,31.100000381469727,30.0,28.5,31.100000381469727,31.100000381469727,5239
IDRE.CA,Real Estate,2022-01-10 22:00:00,31.100000381469727,29.850000381469727,28.899999618530273,28.959999084472656,28.959999084472656,10793
IDRE.CA,Real Estate,2022-01-11 22:00:00,28.959999084472656,28.969999313354492,23.170000076293945,23.170000076293945,23.170000076293945,251088
IDRE.CA,Real Estate,2022-01-12 22:00:00,23.170000076293945,24.440000534057617,22.049999237060547,23.190000534057617,23.190000534057617,66542
IDRE.CA,Real Estate,2022-01-15 22:00:00,23.190000534057617,24.0,23.0,23.31999969482422,23.31999969482422,25042
IDRE.CA,Real Estate,2022-01-16 22:00:00,23.31999969482422,23.829999923706055,22.190000534057617,23.31999969482422,23.31999969482422,12618
IDRE.CA,Real Estate,2022-01-17 22:00:00,23.31999969482422,23.700000762939453,22.170000076293945,23.389999389648438,23.389999389648438,44995
IDRE.CA,Real Estate,2022-01-18 22:00:00,23.389999389648438,25.25,23.209999084472656,25.079999923706055,25.079999923706055,96735
IDRE.CA,Real Estate,2022-01-19 22:00:00,25.079999923706055,26.18000030517578,24.010000228881836,24.899999618530273,24.899999618530273,59666
IDRE.CA,Real Estate,2022-01-22 22:00:00,24.899999618530273,26.0,24.010000228881836,24.510000228881836,24.510000228881836,48383
IDRE.CA,Real Estate,2022-01-23 22:00:00,24.510000228881836,25.229999542236328,23.170000076293945,23.450000762939453,23.450000762939453,33677
IDRE.CA,Real Estate,2022-01-24 22:00:00,23.450000762939453,24.3799991607666,23.020000457763672,23.510000228881836,23.510000228881836,32270
IDRE.CA,Real Estate,2022-01-25 22:00:00,23.510000228881836,24.0,23.229999542236328,23.309999465942383,23.309999465942383,13444
IDRE.CA,Real Estate,2022-01-29 22:00:00,23.309999465942383,24.190000534057617,22.950000762939453,23.309999465942383,23.309999465942383,12254
IDRE.CA,Real Estate,2022-01-30 22:00:00,23.309999465942383,23.079999923706055,23.0,23.309999465942383,23.309999465942383,5497
IDRE.CA,Real Estate,2022-01-31 22:00:00,23.309999465942383,23.739999771118164,22.90999984741211,22.989999771118164,22.989999771118164,76461
IDRE.CA,Real Estate,2022-02-01 22:00:00,22.989999771118164,24.010000228881836,22.639999389648438,22.829999923706055,22.829999923706055,173032
IDRE.CA,Real Estate,2022-02-02 22:00:00,22.829999923706055,23.020000457763672,22.43000030517578,22.549999237060547,22.549999237060547,25407
IDRE.CA,Real Estate,2022-02-05 22:00:00,22.549999237060547,22.959999084472656,22.25,22.469999313354492,22.469999313354492,16214
IDRE.CA,Real Estate,2022-02-06 22:00:00,22.469999313354492,22.790000915527344,21.0,21.190000534057617,21.190000534057617,21213
IDRE.CA,Real Estate,2022-02-07 22:00:00,21.190000534057617,21.450000762939453,20.75,20.959999084472656,20.959999084472656,14449
IDRE.CA,Real Estate,2022-02-08 22:00:00,20.959999084472656,21.389999389648438,19.0,19.56999969482422,19.56999969482422,23160
IDRE.CA,Real Estate,2022-02-09 22:00:00,19.56999969482422,19.600000381469727,18.610000610351562,18.93000030517578,18.93000030517578,20100
IDRE.CA,Real Estate,2022-02-12 22:00:00,18.93000030517578,18.799999237060547,15.149999618530273,15.569999694824219,15.569999694824219,70072
IDRE.CA,Real Estate,2022-02-13 22:00:00,15.569999694824219,16.979999542236328,15.579999923706055,16.610000610351562,16.610000610351562,30175
IDRE.CA,Real Estate,2022-02-14 22:00:00,16.610000610351562,17.34000015258789,15.8100004196167,16.290000915527344,16.290000915527344,65965
IDRE.CA,Real Estate,2022-02-15 22:00:00,16.290000915527344,17.5,16.100000381469727,16.239999771118164,16.239999771118164,22288
IDRE.CA,Real Estate,2022-02-16 22:00:00,16.239999771118164,16.5,15.800000190734863,16.239999771118164,16.239999771118164,17908
IDRE.CA,Real Estate,2022-02-19 22:00:00,16.239999771118164,16.670000076293945,15.800000190734863,16.06999969482422,16.06999969482422,31042
IDRE.CA,Real Estate,2022-02-20 22:00:00,16.06999969482422,16.59000015258789,15.949999809265137,16.06999969482422,16.06999969482422,14486
IDRE.CA,Real Estate,2022-02-21 22:00:00,16.06999969482422,15.970000267028809,15.149999618530273,15.479999542236328,15.479999542236328,38602
IDRE.CA,Real Estate,2022-02-22 22:00:00,15.479999542236328,16.8799991607666,15.609999656677246,16.40999984741211,16.40999984741211,100498
IDRE.CA,Real Estate,2022-02-23 22:00:00,16.40999984741211,15.800000190734863,13.630000114440918,14.0,14.0,73999
IDRE.CA,Real Estate,2022-02-26 22:00:00,14.0,15.0,14.0,14.279999732971191,14.279999732971191,47763
IDRE.CA,Real Estate,2022-02-27 22:00:00,14.279999732971191,14.300000190734863,13.329999923706055,13.470000267028809,13.470000267028809,34736
IDRE.CA,Real Estate,2022-02-28 22:00:00,13.470000267028809,13.979999542236328,13.539999961853027,13.770000457763672,13.770000457763672,31257
IDRE.CA,Real Estate,2022-03-01 22:00:00,13.770000457763672,13.9399995803833,13.449999809265137,13.770000457763672,13.770000457763672,18834
IDRE.CA,Real Estate,2022-03-02 22:00:00,13.770000457763672,14.300000190734863,13.510000228881836,13.84000015258789,13.84000015258789,46749
IDRE.CA,Real Estate,2022-03-05 22:00:00,13.84000015258789,14.300000190734863,13.520000457763672,13.859999656677246,13.859999656677246,140742
IDRE.CA,Real Estate,2022-03-06 22:00:00,13.859999656677246,14.0,13.289999961853027,13.4399995803833,13.4399995803833,72535
IDRE.CA,Real Estate,2022-03-07 22:00:00,13.4399995803833,13.4399995803833,13.4399995803833,13.4399995803833,13.4399995803833,0
IDRE.CA,Real Estate,2022-03-08 22:00:00,13.710000038146973,14.859999656677246,13.699999809265137,14.0600004196167,14.0600004196167,302846
IDRE.CA,Real Estate,2022-03-09 22:00:00,14.0600004196167,14.390000343322754,12.899999618530273,13.010000228881836,13.010000228881836,330996
IDRE.CA,Real Estate,2022-03-12 22:00:00,13.010000228881836,13.100000381469727,10.800000190734863,11.359999656677246,11.359999656677246,402352
IDRE.CA,Real Estate,2022-03-13 22:00:00,11.359999656677246,11.359999656677246,11.229999542236328,11.229999542236328,11.229999542236328,126865
IDRE.CA,Real Estate,2022-03-14 22:00:00,11.229999542236328,11.630000114440918,11.029999732971191,11.130000114440918,11.130000114440918,133057
IDRE.CA,Real Estate,2022-03-15 22:00:00,11.130000114440918,11.449999809265137,11.0600004196167,11.279999732971191,11.279999732971191,232343
IDRE.CA,Real Estate,2022-03-16 22:00:00,11.279999732971191,11.279999732971191,11.279999732971191,11.279999732971191,11.279999732971191,0
IDRE.CA,Real Estate,2022-03-19 22:00:00,11.279999732971191,12.5,12.0,12.100000381469727,12.100000381469727,342028
IDRE.CA,Real Estate,2022-03-20 22:00:00,12.100000381469727,12.699999809265137,12.0,12.359999656677246,12.359999656677246,181107
IDRE.CA,Real Estate,2022-03-21 22:00:00,12.359999656677246,12.6899995803833,12.0600004196167,12.239999771118164,12.239999771118164,193825
IDRE.CA,Real Estate,2022-03-22 22:00:00,12.239999771118164,12.479999542236328,12.0,12.029999732971191,12.029999732971191,103158
IDRE.CA,Real Estate,2022-03-23 22:00:00,12.029999732971191,12.289999961853027,11.920000076293945,11.989999771118164,11.989999771118164,95781
