id,ticker,definition,horizon_days,is_lead_lag,complexity,sample_size,oos_sample_size,holdout_sample_size,expectancy,holdout_expectancy,hit_rate,median_outcome,family_size,family_corrected_p_value,block_bootstrap_p_value,confidence,discovery_experiment_id
pattern_ca0a3450dbc1,EGAL,distance_from_high_1d:EGAL > -0.1307 AND relative_volume_5d:EGAL > 0.8272 -> forward_return_5d:EGAL,5,False,2,194,194,86,0.028807906141031184,0.01318044362162457,0.5721649484536082,0.011027093566424808,1,,,1.0,experiment_0e0ca6fdb941
pattern_afdc1542cc99,EGAL,distance_from_high_1d:EGAL > -0.1307 AND volume_acceleration_5d:EGAL > 0.0478 -> forward_return_5d:EGAL,5,False,2,193,193,80,0.026105331013625895,0.0204881863570374,0.5440414507772021,0.0069275152783759494,1,,,1.0,experiment_0e0ca6fdb941
pattern_afd1a7628713,EGAL,distance_from_high_1d:EGAL > -0.1307 AND price_volume_correlation_5d:EGAL > 0.4038 -> forward_return_5d:EGAL,5,False,2,199,199,61,0.0286509802854285,0.02646693240551242,0.5778894472361809,0.015325655658390796,1,,,1.0,experiment_0e0ca6fdb941
pattern_bc35d57edd96,EGAL,distance_from_high_1d:EGAL > -0.1307 AND rolling_volume_percentile_5d:EGAL > 0.5000 -> forward_return_5d:EGAL,5,False,2,146,146,61,0.029696712490377922,0.014378760986218738,0.5684931506849316,0.012099218461102033,1,,,1.0,experiment_0e0ca6fdb941
pattern_a454772512a1,EGAL,distance_from_high_1d:EGAL > -0.1307 AND volume_acceleration_10d:EGAL > 0.0000 -> forward_return_5d:EGAL,5,False,2,192,192,76,0.02789455855044881,0.012436281490647533,0.5677083333333334,0.009416919396426674,1,,,1.0,experiment_0e0ca6fdb941
pattern_4996e8df24cb,EGAL,distance_from_high_1d:EGAL > -0.1307 AND price_volume_correlation_10d:EGAL > 0.4137 -> forward_return_5d:EGAL,5,False,2,198,198,63,0.026161304187061585,0.023775618962717505,0.5757575757575758,0.014505644835107738,1,,,1.0,experiment_0e0ca6fdb941
pattern_baf0513e783c,EGAL,distance_from_high_1d:EGAL > -0.1307 AND relative_volume_20d:EGAL > 0.7656 -> forward_return_5d:EGAL,5,False,2,194,194,84,0.03356130931915702,0.010753323280443615,0.6134020618556701,0.018992147965299577,1,,,1.0,experiment_0e0ca6fdb941
pattern_42091b9acb57,EGAL,distance_from_high_1d:EGAL > -0.1307 AND volume_acceleration_20d:EGAL > -0.0146 -> forward_return_5d:EGAL,5,False,2,192,192,80,0.03325995524278936,0.019155298847334565,0.59375,0.014942418022982889,1,,,1.0,experiment_0e0ca6fdb941
pattern_3e8eeb602739,EGAL,distance_from_high_1d:EGAL > -0.1307 AND market_percentile_5d:EGAL > 0.5357 -> forward_return_5d:EGAL,5,False,2,209,209,74,0.021396466317293854,0.019494367340720097,0.569377990430622,0.0069275152783759494,1,,,1.0,experiment_0e0ca6fdb941
pattern_252833ff4fe5,EGAL,distance_from_high_1d:EGAL > -0.1307 AND market_percentile_10d:EGAL > 0.5357 -> forward_return_5d:EGAL,5,False,2,208,208,76,0.02073881046891642,0.027751944150567212,0.5384615384615384,0.0057523829704263256,1,,,1.0,experiment_0e0ca6fdb941
pattern_8fefd1bbec1f,EGAL,distance_from_high_1d:EGAL > -0.1307 AND market_percentile_20d:EGAL > 0.6071 -> forward_return_5d:EGAL,5,False,2,174,174,64,0.02158503352174759,0.01448249014668714,0.5057471264367817,0.0003905930815873744,1,,,1.0,experiment_0e0ca6fdb941
pattern_b25fa766007e,EGAL,return_3d:EGAL > 0.0021 AND acceleration_3d:EGAL > -0.0012 -> forward_return_5d:EGAL,5,False,2,350,343,62,0.020945027909532288,0.018276137613246028,0.5685131195335277,0.00798922241883163,1,,,1.0,experiment_0e0ca6fdb941
pattern_8d1ccbe71107,EGAL,return_3d:EGAL > 0.0021 AND return_5d:EGAL > 0.0057 -> forward_return_5d:EGAL,5,False,2,372,365,56,0.021492500777901723,0.01651728854399074,0.5753424657534246,0.008943936415937572,1,,,1.0,experiment_0e0ca6fdb941
pattern_10e237c34df0,EGAL,return_3d:EGAL > 0.0021 AND acceleration_5d:EGAL > -0.0011 -> forward_return_5d:EGAL,5,False,2,318,311,49,0.025310630862922713,0.01065835176752301,0.6205787781350482,0.013875826581280436,1,,,1.0,experiment_0e0ca6fdb941
pattern_cda228ea2739,EGAL,return_3d:EGAL > 0.0021 AND return_10d:EGAL > 0.0142 -> forward_return_5d:EGAL,5,False,2,330,325,53,0.024647413760016147,0.012892052994517338,0.5753846153846154,0.008943936415937572,1,,,1.0,experiment_0e0ca6fdb941
pattern_2b12b5f67cd0,EGAL,return_3d:EGAL > 0.0021 AND acceleration_10d:EGAL > -0.0048 -> forward_return_5d:EGAL,5,False,2,301,297,50,0.0283004076509832,0.020721401882122254,0.5892255892255892,0.009130394977072138,1,,,1.0,experiment_0e0ca6fdb941
pattern_ce1a739702c0,EGAL,return_3d:EGAL > 0.0021 AND distance_from_low_10d:EGAL > -0.0446 -> forward_return_5d:EGAL,5,False,2,240,240,77,0.02138682803989274,0.014910447139113308,0.5416666666666666,0.00723483697645632,1,,,1.0,experiment_0e0ca6fdb941
pattern_873254930c4d,EGAL,return_3d:EGAL > 0.0021 AND return_20d:EGAL > 0.0355 -> forward_return_5d:EGAL,5,False,2,293,290,48,0.023019357644940317,0.010240938532936733,0.5758620689655173,0.008640120277987419,1,,,1.0,experiment_0e0ca6fdb941
pattern_cb9aad2ffd46,EGAL,return_3d:EGAL > 0.0021 AND acceleration_20d:EGAL > 0.0063 -> forward_return_5d:EGAL,5,False,2,273,273,44,0.0220919656734582,0.015396609867838067,0.5787545787545788,0.009792630778628658,1,,,1.0,experiment_0e0ca6fdb941
pattern_656ae2e58690,EGAL,return_3d:EGAL > 0.0021 AND return_60d:EGAL > 0.1693 -> forward_return_5d:EGAL,5,False,2,235,235,62,0.021352688581450015,0.013394758516949188,0.5617021276595745,0.009209785344513126,1,,,1.0,experiment_0e0ca6fdb941
pattern_f61720877986,EGAL,return_3d:EGAL > 0.0021 AND acceleration_60d:EGAL > -0.0075 -> forward_return_5d:EGAL,5,False,2,232,232,42,0.028180066329219353,0.011661385518201835,0.5689655172413793,0.011596305399236215,1,,,1.0,experiment_0e0ca6fdb941
pattern_4b940a3009ea,EGAL,return_3d:EGAL > 0.0021 AND volatility_3d:EGAL > 0.0148 -> forward_return_5d:EGAL,5,False,2,290,285,55,0.019221285162529567,0.012678290753098646,0.5649122807017544,0.008740820124730564,1,,,1.0,experiment_0e0ca6fdb941
pattern_4ec24bbc02b4,EGAL,return_3d:EGAL > 0.0021 AND volatility_60d:EGAL > 0.0286 -> forward_return_5d:EGAL,5,False,2,225,225,50,0.022420863577452113,0.0008160093526649744,0.5555555555555556,0.00854236166394655,1,,,1.0,experiment_0e0ca6fdb941
pattern_d31cfe95181f,EGAL,return_3d:EGAL > 0.0021 AND volatility_regime_pct:EGAL > 0.4118 -> forward_return_5d:EGAL,5,False,2,209,209,53,0.03117660896816941,0.023141583225782632,0.5933014354066986,0.01359224782406705,1,,,1.0,experiment_0e0ca6fdb941
pattern_41436535cb28,EGAL,return_3d:EGAL > 0.0021 AND relative_volume_5d:EGAL > 0.8272 -> forward_return_5d:EGAL,5,False,2,285,279,49,0.026043595988514735,0.017311145842306665,0.5698924731182796,0.009792630778628658,1,,,1.0,experiment_0e0ca6fdb941
pattern_09457e12349e,EGAL,return_3d:EGAL > 0.0021 AND volume_acceleration_5d:EGAL > 0.0478 -> forward_return_5d:EGAL,5,False,2,272,267,42,0.02366304422527463,0.020417222789117007,0.5655430711610487,0.007757568359375227,1,,,1.0,experiment_0e0ca6fdb941
pattern_be38ae615e3e,EGAL,return_3d:EGAL > 0.0021 AND price_volume_correlation_5d:EGAL > 0.4038 -> forward_return_5d:EGAL,5,False,2,332,324,41,0.02109949601147541,0.0229882771924568,0.5771604938271605,0.009037165696504855,1,,,1.0,experiment_0e0ca6fdb941
pattern_b9494c787830,EGAL,return_3d:EGAL > 0.0021 AND rolling_volume_percentile_5d:EGAL > 0.5000 -> forward_return_5d:EGAL,5,False,2,228,224,36,0.025949757465291445,0.019646360206408975,0.5491071428571429,0.00814996501166089,1,,,1.0,experiment_0e0ca6fdb941
pattern_efed4bd25cd6,EGAL,return_3d:EGAL > 0.0021 AND volume_acceleration_10d:EGAL > 0.0000 -> forward_return_5d:EGAL,5,False,2,277,272,44,0.02659307698334032,0.018667775353015437,0.5772058823529411,0.009501208061570891,1,,,1.0,experiment_0e0ca6fdb941
pattern_b94e6c3f37b4,EGAL,return_3d:EGAL > 0.0021 AND price_volume_correlation_10d:EGAL > 0.4137 -> forward_return_5d:EGAL,5,False,2,290,284,40,0.019079863843912668,0.026973391549787996,0.5669014084507042,0.00723483697645632,1,,,1.0,experiment_0e0ca6fdb941
pattern_8aa8bd0cdacb,EGAL,return_3d:EGAL > 0.0021 AND relative_volume_20d:EGAL > 0.7656 -> forward_return_5d:EGAL,5,False,2,302,296,49,0.024056852946710058,0.017525309367168458,0.5675675675675675,0.00951783117067706,1,,,1.0,experiment_0e0ca6fdb941
pattern_4c08f5fbc75c,EGAL,return_3d:EGAL > 0.0021 AND volume_acceleration_20d:EGAL > -0.0146 -> forward_return_5d:EGAL,5,False,2,269,269,39,0.027482885576245696,0.018500753027159946,0.5910780669144982,0.011949566982464733,1,,,1.0,experiment_0e0ca6fdb941
pattern_d2111847ed5a,EGAL,return_3d:EGAL > 0.0021 AND price_volume_correlation_20d:EGAL > 0.4259 -> forward_return_5d:EGAL,5,False,2,276,273,38,0.02169487337247131,0.013770228502193888,0.5787545787545788,0.009792630778628658,1,,,1.0,experiment_0e0ca6fdb941
pattern_e1df92123dc1,EGAL,return_3d:EGAL > 0.0021 AND market_percentile_5d:EGAL > 0.5357 -> forward_return_5d:EGAL,5,False,2,348,340,54,0.022001735038977004,0.01287167772970907,0.5852941176470589,0.009037165696504855,1,,,1.0,experiment_0e0ca6fdb941
pattern_61f4385a8e99,EGAL,return_3d:EGAL > 0.0021 AND rank_change_5d:EGAL > 0.0000 -> forward_return_5d:EGAL,5,False,2,266,264,49,0.02290959136116015,0.01157279101947609,0.5946969696969697,0.011228263885280445,1,,,1.0,experiment_0e0ca6fdb941
pattern_fb21f05e2392,EGAL,return_3d:EGAL > 0.0021 AND market_percentile_10d:EGAL > 0.5357 -> forward_return_5d:EGAL,5,False,2,341,333,49,0.019702657107959265,0.02035584854542851,0.5675675675675675,0.00854236166394655,1,,,1.0,experiment_0e0ca6fdb941
pattern_9f67b694b041,EGAL,return_3d:EGAL > 0.0021 AND rank_change_10d:EGAL > 0.0000 -> forward_return_5d:EGAL,5,False,2,270,268,42,0.020372720894543204,0.026382282334499647,0.5708955223880597,0.007957418692330577,1,,,1.0,experiment_0e0ca6fdb941
pattern_9fe984cfb7f9,EGAL,return_3d:EGAL > 0.0021 AND market_percentile_20d:EGAL > 0.6071 -> forward_return_5d:EGAL,5,False,2,271,267,39,0.02486839127944811,0.01695469658558541,0.5917602996254682,0.010327774472772562,1,,,1.0,experiment_0e0ca6fdb941
pattern_7dcc17648723,EGAL,acceleration_3d:EGAL > -0.0012 AND return_5d:EGAL > 0.0057 -> forward_return_5d:EGAL,5,False,2,261,256,43,0.021819942805949313,0.019004245983036985,0.5703125,0.008457520187035508,1,,,1.0,experiment_0e0ca6fdb941
pattern_1c4d45dcf3be,EGAL,acceleration_3d:EGAL > -0.0012 AND acceleration_5d:EGAL > -0.0011 -> forward_return_5d:EGAL,5,False,2,272,266,43,0.021843461263751144,0.015078182061663782,0.5939849624060151,0.008641590894338557,1,,,1.0,experiment_0e0ca6fdb941
pattern_cf17e21cfed8,EGAL,acceleration_3d:EGAL > -0.0012 AND return_10d:EGAL > 0.0142 -> forward_return_5d:EGAL,5,False,2,239,234,44,0.024989735063147438,0.015710054367116286,0.5512820512820513,0.0060494666756854935,1,,,1.0,experiment_0e0ca6fdb941
pattern_ece4dd0263d7,EGAL,acceleration_3d:EGAL > -0.0012 AND acceleration_10d:EGAL > -0.0048 -> forward_return_5d:EGAL,5,False,2,242,238,44,0.029156174284762405,0.023828788329758543,0.592436974789916,0.00902948320282175,1,,,1.0,experiment_0e0ca6fdb941
pattern_06f85a728ce1,EGAL,acceleration_3d:EGAL > -0.0012 AND distance_from_low_10d:EGAL > -0.0446 -> forward_return_5d:EGAL,5,False,2,210,210,82,0.02109757638020552,0.016161733303947476,0.5476190476190477,0.005682560317983252,1,,,1.0,experiment_0e0ca6fdb941
pattern_4d538d018dd7,EGAL,acceleration_3d:EGAL > -0.0012 AND return_20d:EGAL > 0.0355 -> forward_return_5d:EGAL,5,False,2,237,235,42,0.01903773032723568,0.010179877965197833,0.5361702127659574,0.005934759807540707,1,,,1.0,experiment_0e0ca6fdb941
pattern_592b74c9e1af,EGAL,acceleration_3d:EGAL > -0.0012 AND acceleration_20d:EGAL > 0.0063 -> forward_return_5d:EGAL,5,False,2,237,237,39,0.01891922111768691,0.014421631008813213,0.540084388185654,0.005365135894755829,1,,,1.0,experiment_0e0ca6fdb941
pattern_30319c81e0a9,EGAL,acceleration_3d:EGAL > -0.0012 AND return_60d:EGAL > 0.1693 -> forward_return_5d:EGAL,5,False,2,207,207,53,0.023085788345013347,0.01655125448955388,0.5748792270531401,0.009905267364281984,1,,,1.0,experiment_0e0ca6fdb941
pattern_9bca711143b0,EGAL,acceleration_3d:EGAL > -0.0012 AND acceleration_60d:EGAL > -0.0075 -> forward_return_5d:EGAL,5,False,2,209,209,33,0.026745423136199105,0.016543144904914486,0.5645933014354066,0.009792630778628658,1,,,1.0,experiment_0e0ca6fdb941
pattern_f2a469b13906,EGAL,acceleration_3d:EGAL > -0.0012 AND volatility_60d:EGAL > 0.0286 -> forward_return_5d:EGAL,5,False,2,218,218,46,0.019174485633194096,0.00444399984555065,0.536697247706422,0.006456591981408671,1,,,1.0,experiment_0e0ca6fdb941
pattern_0047f1e544b6,EGAL,acceleration_3d:EGAL > -0.0012 AND volatility_regime_pct:EGAL > 0.4118 -> forward_return_5d:EGAL,5,False,2,191,191,47,0.030137278562956865,0.025997842720547233,0.612565445026178,0.014647781741479867,1,,,1.0,experiment_0e0ca6fdb941
pattern_3429543f2b7a,EGAL,acceleration_3d:EGAL > -0.0012 AND relative_volume_5d:EGAL > 0.8272 -> forward_return_5d:EGAL,5,False,2,281,276,47,0.019552189291223734,0.020845265081620563,0.5543478260869565,0.008641590894338557,1,,,1.0,experiment_0e0ca6fdb941
pattern_1317016c022c,EGAL,acceleration_3d:EGAL > -0.0012 AND price_volume_correlation_5d:EGAL > 0.4038 -> forward_return_5d:EGAL,5,False,2,258,250,31,0.02035933571845751,0.024497087907497037,0.548,0.0060494666756854935,1,,,1.0,experiment_0e0ca6fdb941
pattern_c0b8ec13f759,EGAL,acceleration_3d:EGAL > -0.0012 AND rolling_volume_percentile_5d:EGAL > 0.5000 -> forward_return_5d:EGAL,5,False,2,220,216,36,0.020925027313647787,0.019377545136570626,0.5555555555555556,0.00814996501166089,1,,,1.0,experiment_0e0ca6fdb941
pattern_eed60cff58eb,EGAL,acceleration_3d:EGAL > -0.0012 AND volume_acceleration_10d:EGAL > 0.0000 -> forward_return_5d:EGAL,5,False,2,262,257,44,0.021351317745663196,0.01991582872326199,0.5330739299610895,0.004878048780487805,1,,,1.0,experiment_0e0ca6fdb941
pattern_3a1c3607cc47,EGAL,acceleration_3d:EGAL > -0.0012 AND relative_volume_20d:EGAL > 0.7656 -> forward_return_5d:EGAL,5,False,2,266,261,43,0.02271695668668239,0.019519715197660662,0.5670498084291188,0.009597458893166178,1,,,1.0,experiment_0e0ca6fdb941
pattern_9861dbbb34b7,EGAL,acceleration_3d:EGAL > -0.0012 AND volume_acceleration_20d:EGAL > -0.0146 -> forward_return_5d:EGAL,5,False,2,248,247,37,0.021748951175551753,0.021338488836260758,0.5506072874493927,0.007757568359375227,1,,,1.0,experiment_0e0ca6fdb941
pattern_c8f4aef1f2bd,EGAL,acceleration_3d:EGAL > -0.0012 AND market_percentile_5d:EGAL > 0.5357 -> forward_return_5d:EGAL,5,False,2,271,264,43,0.02059963438951787,0.019293519796650227,0.5795454545454546,0.007928424284718964,1,,,1.0,experiment_0e0ca6fdb941
pattern_fd76adbffc50,EGAL,acceleration_3d:EGAL > -0.0012 AND rank_change_5d:EGAL > 0.0000 -> forward_return_5d:EGAL,5,False,2,230,228,46,0.019447412511783474,0.017158444083615495,0.5701754385964912,0.00722777230294014,1,,,1.0,experiment_0e0ca6fdb941
pattern_69c24b697bad,EGAL,acceleration_3d:EGAL > -0.0012 AND market_percentile_10d:EGAL > 0.5357 -> forward_return_5d:EGAL,5,False,2,268,260,41,0.020472938515762595,0.022825714454164946,0.5576923076923077,0.007335383790490947,1,,,1.0,experiment_0e0ca6fdb941
pattern_fe3d6ad02cba,EGAL,acceleration_3d:EGAL > -0.0012 AND rank_change_10d:EGAL > 0.0000 -> forward_return_5d:EGAL,5,False,2,219,218,38,0.018478227011587824,0.025447756199609626,0.5596330275229358,0.0060494666756854935,1,,,0.998,experiment_0e0ca6fdb941
pattern_3e80033371fb,EGAL,acceleration_3d:EGAL > -0.0012 AND market_percentile_20d:EGAL > 0.6071 -> forward_return_5d:EGAL,5,False,2,224,220,31,0.02296972260436219,0.018055353963942405,0.55,0.007192142759870037,1,,,1.0,experiment_0e0ca6fdb941
pattern_0da1d7dc6e57,EGAL,return_5d:EGAL > 0.0057 AND acceleration_5d:EGAL > -0.0011 -> forward_return_5d:EGAL,5,False,2,339,331,63,0.025850300016467726,0.010471285338247115,0.622356495468278,0.014168767551239584,1,,,1.0,experiment_0e0ca6fdb941
pattern_e5cb9bf2b569,EGAL,return_5d:EGAL > 0.0057 AND return_10d:EGAL > 0.0142 -> forward_return_5d:EGAL,5,False,2,361,356,54,0.02634982637093482,0.016162350753770247,0.5926966292134831,0.012198833954136325,1,,,1.0,experiment_0e0ca6fdb941
pattern_6c5511be190f,EGAL,return_5d:EGAL > 0.0057 AND acceleration_10d:EGAL > -0.0048 -> forward_return_5d:EGAL,5,False,2,324,320,54,0.02791470907774028,0.014843160320848096,0.584375,0.010163906309872486,1,,,1.0,experiment_0e0ca6fdb941
pattern_fa3640bd202b,EGAL,return_5d:EGAL > 0.0057 AND distance_from_low_10d:EGAL > -0.0446 -> forward_return_5d:EGAL,5,False,2,234,234,81,0.021665045266383416,0.013578008471366735,0.5470085470085471,0.008482633937910659,1,,,1.0,experiment_0e0ca6fdb941
pattern_a3e05be67031,EGAL,return_5d:EGAL > 0.0057 AND return_20d:EGAL > 0.0355 -> forward_return_5d:EGAL,5,False,2,302,299,51,0.023477510125325066,0.0076156227622946725,0.6020066889632107,0.011353738443299621,1,,,1.0,experiment_0e0ca6fdb941
pattern_129a64df566b,EGAL,return_5d:EGAL > 0.0057 AND acceleration_20d:EGAL > 0.0063 -> forward_return_5d:EGAL,5,False,2,274,274,46,0.020851031574109943,0.011859641235440595,0.5985401459854015,0.012978808519331229,1,,,1.0,experiment_0e0ca6fdb941
pattern_737a06896712,EGAL,return_5d:EGAL > 0.0057 AND return_60d:EGAL > 0.1693 -> forward_return_5d:EGAL,5,False,2,247,247,61,0.021314276743987295,0.00885009871497221,0.5910931174089069,0.012448100925807917,1,,,1.0,experiment_0e0ca6fdb941
pattern_6955cf388507,EGAL,return_5d:EGAL > 0.0057 AND acceleration_60d:EGAL > -0.0075 -> forward_return_5d:EGAL,5,False,2,231,231,45,0.026176423461156673,0.008792225611321026,0.5757575757575758,0.011949566982464733,1,,,1.0,experiment_0e0ca6fdb941
pattern_f4fee7d92d16,EGAL,return_5d:EGAL > 0.0057 AND volatility_3d:EGAL > 0.0148 -> forward_return_5d:EGAL,5,False,2,282,277,51,0.020218626246002472,0.016415167477130323,0.5703971119133574,0.009130394977072138,1,,,1.0,experiment_0e0ca6fdb941
pattern_190472cffe4b,EGAL,return_5d:EGAL > 0.0057 AND volatility_10d:EGAL > 0.0224 -> forward_return_5d:EGAL,5,False,2,258,258,50,0.021132339806910132,0.012046287509897127,0.5813953488372093,0.009170090160792631,1,,,1.0,experiment_0e0ca6fdb941
pattern_4867a5e5ff04,EGAL,return_5d:EGAL > 0.0057 AND volatility_regime_pct:EGAL > 0.4118 -> forward_return_5d:EGAL,5,False,2,211,211,53,0.036310678551811644,0.01744646254649167,0.6303317535545023,0.01886792452830197,1,,,1.0,experiment_0e0ca6fdb941
pattern_2d3b95303183,EGAL,return_5d:EGAL > 0.0057 AND relative_volume_5d:EGAL > 0.8272 -> forward_return_5d:EGAL,5,False,2,262,258,44,0.024949138410977022,0.005055644174248048,0.5852713178294574,0.01077062921366288,1,,,1.0,experiment_0e0ca6fdb941
pattern_45ff75329570,EGAL,return_5d:EGAL > 0.0057 AND volume_acceleration_5d:EGAL > 0.0478 -> forward_return_5d:EGAL,5,False,2,255,249,39,0.026922706711461984,0.015296993105875204,0.5783132530120482,0.008943936415937572,1,,,1.0,experiment_0e0ca6fdb941
pattern_e2aedbd5c648,EGAL,return_5d:EGAL > 0.0057 AND price_volume_correlation_5d:EGAL > 0.4038 -> forward_return_5d:EGAL,5,False,2,371,360,53,0.020848697609401213,0.02546627294315846,0.5944444444444444,0.011651652712882177,1,,,1.0,experiment_0e0ca6fdb941
pattern_27954fe0a972,EGAL,return_5d:EGAL > 0.0057 AND rolling_volume_percentile_5d:EGAL > 0.5000 -> forward_return_5d:EGAL,5,False,2,202,199,31,0.0262908679803959,0.012186044787278517,0.5678391959798995,0.009905267364281984,1,,,1.0,experiment_0e0ca6fdb941
pattern_2adc57317d03,EGAL,return_5d:EGAL > 0.0057 AND volume_acceleration_10d:EGAL > 0.0000 -> forward_return_5d:EGAL,5,False,2,262,256,40,0.02419027109682818,0.011859703844778722,0.58203125,0.009627637884149883,1,,,1.0,experiment_0e0ca6fdb941
pattern_d45c54fc1eab,EGAL,return_5d:EGAL > 0.0057 AND price_volume_correlation_10d:EGAL > 0.4137 -> forward_return_5d:EGAL,5,False,2,313,306,45,0.02150746400522043,0.0236738076078548,0.5980392156862745,0.011651652712882177,1,,,1.0,experiment_0e0ca6fdb941
pattern_e7edf7f2f43a,EGAL,return_5d:EGAL > 0.0057 AND relative_volume_20d:EGAL > 0.7656 -> forward_return_5d:EGAL,5,False,2,295,290,49,0.025386314546928607,0.011370340727260324,0.5896551724137931,0.011651652712882177,1,,,1.0,experiment_0e0ca6fdb941
pattern_9d66180c19da,EGAL,return_5d:EGAL > 0.0057 AND volume_acceleration_20d:EGAL > -0.0146 -> forward_return_5d:EGAL,5,False,2,263,263,46,0.031012567544370297,0.02125952383984629,0.6273764258555133,0.015095920196728417,1,,,1.0,experiment_0e0ca6fdb941
pattern_6967688dc9b6,EGAL,return_5d:EGAL > 0.0057 AND price_volume_correlation_20d:EGAL > 0.4259 -> forward_return_5d:EGAL,5,False,2,284,281,42,0.023364588231437142,0.009380789569627889,0.6120996441281139,0.014168767551239584,1,,,1.0,experiment_0e0ca6fdb941
pattern_8ae825bd26f9,EGAL,return_5d:EGAL > 0.0057 AND market_percentile_5d:EGAL > 0.5357 -> forward_return_5d:EGAL,5,False,2,390,380,65,0.021734742372639802,0.016223705812007248,0.5894736842105263,0.010476158950126789,1,,,1.0,experiment_0e0ca6fdb941
pattern_65fe6d64e87f,EGAL,return_5d:EGAL > 0.0057 AND rank_change_5d:EGAL > 0.0000 -> forward_return_5d:EGAL,5,False,2,288,285,60,0.018626156502963453,0.007657418696854786,0.5719298245614035,0.009905267364281984,1,,,1.0,experiment_0e0ca6fdb941
pattern_2da915eb45ee,EGAL,return_5d:EGAL > 0.0057 AND market_percentile_10d:EGAL > 0.5357 -> forward_return_5d:EGAL,5,False,2,368,360,53,0.02376268621554024,0.02577986946319622,0.5916666666666667,0.010919013691017105,1,,,1.0,experiment_0e0ca6fdb941
pattern_3d4473c3b78b,EGAL,return_5d:EGAL > 0.0057 AND rank_change_10d:EGAL > 0.0000 -> forward_return_5d:EGAL,5,False,2,290,287,48,0.02291239342916219,0.030830842780677808,0.5644599303135889,0.008372678710124464,1,,,1.0,experiment_0e0ca6fdb941
pattern_f189b94cc578,EGAL,return_5d:EGAL > 0.0057 AND market_percentile_20d:EGAL > 0.6071 -> forward_return_5d:EGAL,5,False,2,285,281,43,0.024808648306354524,0.011380545211989957,0.608540925266904,0.01300166960388291,1,,,1.0,experiment_0e0ca6fdb941
pattern_73cbbf835258,EGAL,acceleration_5d:EGAL > -0.0011 AND return_10d:EGAL > 0.0142 -> forward_return_5d:EGAL,5,False,2,231,226,36,0.03343558708695163,0.012017756412012665,0.6460176991150443,0.01625314153346358,1,,,1.0,experiment_0e0ca6fdb941
pattern_d2dc9cc05b91,EGAL,acceleration_5d:EGAL > -0.0011 AND acceleration_10d:EGAL > -0.0048 -> forward_return_5d:EGAL,5,False,2,245,241,40,0.03420157966926067,0.008574449891031986,0.6224066390041494,0.014193849652318923,1,,,1.0,experiment_0e0ca6fdb941
pattern_d19a5473fbdb,EGAL,acceleration_5d:EGAL > -0.0011 AND distance_from_low_10d:EGAL > -0.0446 -> forward_return_5d:EGAL,5,False,2,216,216,77,0.02199050682448022,0.010871462659256264,0.5787037037037037,0.010503172841110364,1,,,1.0,experiment_0e0ca6fdb941
pattern_3cb225f09002,EGAL,acceleration_5d:EGAL > -0.0011 AND acceleration_20d:EGAL > 0.0063 -> forward_return_5d:EGAL,5,False,2,218,218,37,0.020599384073171544,0.0038596511584395596,0.6330275229357798,0.015381700471927877,1,,,1.0,experiment_0e0ca6fdb941
pattern_aefce8a6bdb4,EGAL,acceleration_5d:EGAL > -0.0011 AND return_60d:EGAL > 0.1693 -> forward_return_5d:EGAL,5,False,2,206,206,48,0.01856578341587278,0.005083030970684078,0.6019417475728155,0.011845572370907807,1,,,1.0,experiment_0e0ca6fdb941
pattern_1a2ce994ec03,EGAL,acceleration_5d:EGAL > -0.0011 AND acceleration_60d:EGAL > -0.0075 -> forward_return_5d:EGAL,5,False,2,206,206,34,0.025140366521622475,0.0006131134997253803,0.5728155339805825,0.009368283597283115,1,,,1.0,experiment_0e0ca6fdb941
pattern_fea1f4237e2c,EGAL,acceleration_5d:EGAL > -0.0011 AND volatility_3d:EGAL > 0.0148 -> forward_return_5d:EGAL,5,False,2,240,237,48,0.021811020675270472,0.02029856340286881,0.5991561181434599,0.01300166960388291,1,,,1.0,experiment_0e0ca6fdb941
pattern_a542c98b5224,EGAL,acceleration_5d:EGAL > -0.0011 AND volatility_10d:EGAL > 0.0224 -> forward_return_5d:EGAL,5,False,2,228,228,40,0.019891644553812756,0.010345799960179997,0.5877192982456141,0.008842378270334069,1,,,1.0,experiment_0e0ca6fdb941
pattern_b9c0935259c2,EGAL,acceleration_5d:EGAL > -0.0011 AND volatility_regime_pct:EGAL > 0.4118 -> forward_return_5d:EGAL,5,False,2,194,194,43,0.029716925751811098,0.009475295211809058,0.6134020618556701,0.014986718699935331,1,,,1.0,experiment_0e0ca6fdb941
pattern_dc269c4a0fc3,EGAL,acceleration_5d:EGAL > -0.0011 AND relative_volume_5d:EGAL > 0.8272 -> forward_return_5d:EGAL,5,False,2,267,262,46,0.02751496740763117,0.0020849512950632046,0.5954198473282443,0.012646399702356183,1,,,1.0,experiment_0e0ca6fdb941
pattern_fab3eedadf4d,EGAL,acceleration_5d:EGAL > -0.0011 AND volume_acceleration_5d:EGAL > 0.0478 -> forward_return_5d:EGAL,5,False,2,265,258,39,0.027109057745021318,0.014706058656305266,0.6046511627906976,0.009664188282783304,1,,,1.0,experiment_0e0ca6fdb941
