date,value
2015-12-31,1.5411
2016-12-31,6.922
2017-12-31,-8.7582
2018-12-31,-2.3587
2019-12-31,2.1991
2020-12-31,4.8878
2021-12-31,4.3662
2022-12-31,0.1427
2023-12-31,-5.6417
2024-12-31,-7.031
